20 -48.3635 -48.3635 2 1 0
20.0343 -48.3429 -48.3429 1 1 0
20.0686 -48.3223 -48.3223 1 1 0
20.1372 -48.2812 -48.2812 1 1 0
20.2743 -48.1987 -48.1987 1 1 0
20.5485 -48.0336 -48.0336 1 1 0
20.9762 -47.7748 -47.7748 1 1 0
21.4034 -47.5149 -47.5149 1 1 0
21.8299 -47.2539 -47.2539 1 1 0
22.2557 -46.9919 -46.9919 1 1 0
22.6808 -46.7286 -46.7286 1 1 0
23.1051 -46.4642 -46.4642 1 1 0
23.5287 -46.1984 -46.1984 1 1 0
23.9514 -45.9314 -45.9314 1 1 0
24.3733 -45.6631 -45.6631 1 1 0
24.7943 -45.3933 -45.3933 1 1 0
25.2143 -45.1221 -45.1221 1 1 0
25.6334 -44.8493 -44.8493 1 1 0
26.0514 -44.575 -44.575 1 1 0
26.4683 -44.299 -44.299 1 1 0
26.8841 -44.0212 -44.0212 1 1 0
27.2987 -43.7417 -43.7417 1 1 0
27.712 -43.4603 -43.4603 1 1 0
28.124 -43.177 -43.177 1 1 0
28.5345 -42.8916 -42.8916 1 1 0
28.9436 -42.604 -42.604 1 1 0
29.351 -42.3142 -42.3142 1 1 0
29.7568 -42.0221 -42.0221 1 1 0
30.1608 -41.7274 -41.7274 1 1 0
30.5629 -41.4302 -41.4302 1 1 0
30.963 -41.1303 -41.1303 1 1 0
31.3609 -40.8275 -40.8275 1 1 0
31.7565 -40.5217 -40.5217 1 1 0
32.1496 -40.2127 -40.2127 1 1 0
32.5401 -39.9004 -39.9004 1 1 0
32.9277 -39.5846 -39.5846 1 1 0
33.3123 -39.265 -39.265 1 1 0
33.6935 -38.9414 -38.9414 1 1 0
34.0712 -38.6137 -38.6137 1 1 0
34.4449 -38.2816 -38.2816 1 1 0
34.8144 -37.9448 -37.9448 1 1 0
35.1793 -37.6029 -37.6029 1 1 0
35.5391 -37.2557 -37.2557 1 1 0
35.8934 -36.9029 -36.9029 1 1 0
36.2415 -36.544 -36.544 1 1 0
36.5829 -36.1787 -36.1787 1 1 0
36.9167 -35.8065 -35.8065 1 1 0
37.2422 -35.4269 -35.4269 1 1 0
37.5583 -35.0395 -35.0395 1 1 0
37.8639 -34.6438 -34.6438 1 1 0
38.1577 -34.2392 -34.2392 1 1 0
38.438 -33.8252 -33.8252 1 1 0
38.7032 -33.4013 -33.4013 1 1 0
38.951 -32.967 -32.967 1 1 0
39.179 -32.522 -32.522 1 1 0
39.3845 -32.0662 -32.0662 1 1 0
39.5644 -31.5997 -31.5997 1 1 0
39.7152 -31.1229 -31.1229 1 1 0
39.8333 -30.6371 -30.6371 1 1 0
39.9151 -30.1438 -30.1438 1 1 0
39.9576 -29.6456 -29.6456 1 1 0
39.9632 -29.3898 -29.3898 2 1 0
39.9415 -28.8902 -28.8902 2 1 0
39.8762 -28.3945 -28.3945 2 1 0
39.7679 -27.9064 -27.9064 2 1 0
39.6185 -27.4292 -27.4292 2 1 0
39.4311 -26.9657 -26.9657 2 1 0
39.2091 -26.5176 -26.5176 2 1 0
38.9566 -26.0861 -26.0861 2 1 0
38.6772 -25.6715 -25.6715 2 1 0
38.3745 -25.2735 -25.2735 2 1 0
38.0517 -24.8917 -24.8917 2 1 0
37.7115 -24.5252 -24.5252 2 1 0
37.3564 -24.1732 -24.1732 2 1 0
36.9883 -23.8348 -23.8348 2 1 0
36.6091 -23.509 -23.509 2 1 0
36.22 -23.1949 -23.1949 2 1 0
35.8224 -22.8917 -22.8917 2 1 0
35.4173 -22.5987 -22.5987 2 1 0
35.0056 -22.3149 -22.3149 2 1 0
34.5881 -22.0399 -22.0399 2 1 0
34.1653 -21.773 -21.773 2 1 0
33.7379 -21.5135 -21.5135 2 1 0
33.3063 -21.2611 -21.2611 2 1 0
32.8709 -21.0152 -21.0152 2 1 0
32.4322 -20.7754 -20.7754 2 1 0
31.9903 -20.5413 -20.5413 2 1 0
31.5457 -20.3126 -20.3126 2 1 0
31.0985 -20.0889 -20.0889 2 1 0
30.649 -19.8699 -19.8699 2 1 0
30.1974 -19.6554 -19.6554 2 1 0
29.7438 -19.445 -19.445 2 1 0
29.2884 -19.2386 -19.2386 2 1 0
28.8313 -19.036 -19.036 2 1 0
28.3727 -18.8368 -18.8368 2 1 0
27.9127 -18.6409 -18.6409 2 1 0
27.4513 -18.4483 -18.4483 2 1 0
26.9887 -18.2586 -18.2586 2 1 0
26.5249 -18.0717 -18.0717 2 1 0
26.0601 -17.8875 -17.8875 2 1 0
25.5942 -17.7058 -17.7058 2 1 0
25.1275 -17.5266 -17.5266 2 1 0
24.6598 -17.3497 -17.3497 2 1 0
24.1913 -17.1749 -17.1749 2 1 0
23.7221 -17.0022 -17.0022 2 1 0
23.2522 -16.8315 -16.8315 2 1 0
22.7815 -16.6627 -16.6627 2 1 0
22.3103 -16.4956 -16.4956 2 1 0
21.8384 -16.3303 -16.3303 2 1 0
21.366 -16.1665 -16.1665 2 1 0
20.893 -16.0043 -16.0043 2 1 0
20.4195 -15.8436 -15.8436 2 1 0
19.9456 -15.6842 -15.6842 2 1 0
19.4713 -15.5261 -15.5261 2 1 0
18.9965 -15.3692 -15.3692 2 1 0
18.5214 -15.2136 -15.2136 2 1 0
18.0458 -15.059 -15.059 2 1 0
17.57 -14.9055 -14.9055 2 1 0
17.0938 -14.753 -14.753 2 1 0
16.6174 -14.6014 -14.6014 2 1 0
16.1406 -14.4507 -14.4507 2 1 0
15.6636 -14.3007 -14.3007 2 1 0
15.1864 -14.1516 -14.1516 2 1 0
14.7089 -14.0031 -14.0031 2 1 0
14.2313 -13.8553 -13.8553 2 1 0
13.7534 -13.7082 -13.7082 2 1 0
13.2754 -13.5615 -13.5615 2 1 0
12.7973 -13.4154 -13.4154 2 1 0
12.319 -13.2696 -13.2696 2 1 0
11.8405 -13.1243 -13.1243 2 1 0
11.362 -12.9794 -12.9794 2 1 0
10.8834 -12.8347 -12.8347 2 1 0
10.4047 -12.6902 -12.6902 2 1 0
9.92601 -12.546 -12.546 2 1 0
9.44723 -12.4018 -12.4018 2 1 0
8.96843 -12.2578 -12.2578 2 1 0
8.48963 -12.1137 -12.1137 2 1 0
8.01083 -11.9697 -11.9697 2 1 0
7.53207 -11.8255 -11.8255 2 1 0
7.05335 -11.6812 -11.6812 2 1 0
6.5747 -11.5367 -11.5367 2 1 0
6.09613 -11.3918 -11.3918 2 1 0
5.61766 -11.2467 -11.2467 2 1 0
5.13932 -11.1011 -11.1011 2 1 0
4.66114 -10.955 -10.955 2 1 0
4.18312 -10.8084 -10.8084 2 1 0
3.70531 -10.6611 -10.6611 2 1 0
3.22773 -10.5131 -10.5131 2 1 0
2.7504 -10.3642 -10.3642 2 1 0
2.27336 -10.2144 -10.2144 2 1 0
